date,description,identifier,item_size,publicdate,subject,title,collection,licenseurl,filename,hh0,mm0,ss0,hh1,mm1,ss1,start,end
2007-01-01T00:00:00Z,"This is part of a 24-hour recording of a day in the life of Rumi Nagashima, a college student and girl scout troop leader from Tokyo, Japan. She was 22 years old at the time of the shoot. Rumi Nagashima was born in 1984 in Higashi-Koganei, a suburb of Tokyo, Japan. At the time of the Global Lives Project shoot, she was about to graduate from Atomi University with a degree in Management Studies, and had a job lined-up with Fujitsu as a systems engineer. Due to an accident in 2005, she lost the use of her right leg. Although Rumi can walk, she still uses a wheelchair to travel long distances. She has served as a Girl Scout mentor and has also lobbied towards the development of barrier-free cities that increase accessibility for the physically challenged. This video was produced by Irene Herrera, Ron Carr, Andreina Lairet, Nobuhiro Awata, Helio Ishii, Claudianna Blanco, Kiyomi Nakai, Wakako Iguchi, Mariko Nagaba, Chieko Kato, Erika Aragon, Simone Goldsmith, Mike Olsen, Jon Jameson, Sakura Ono, Samson Yee, Tiffany Wang, Yumi Garcia, and Dos Santos. This video is part of the Global Lives Project, a video library of life experience. For more information see globallives.org.",globallivesproject_Rumi_Nagashima_2007_jp_Tokyo_JP-13_150104-151600,3135141540,2012-07-19T01:44:31Z,"Tokyo,Japan,disabled,globallivesproject,Global Lives Project,glp,globallives","Rumi Nagashima - Tokyo, Tokyo, Japan - Japanese (Global Lives Project, 2007) ~15:01:04 - 15:16:00",ruminagashima,http://creativecommons.org/licenses/by-nc-sa/3.0/,globallivesproject_Rumi_Nagashima_2007_jp_Tokyo_JP-13~150104-151600.mp4,15,1,4,15,16,0,54064,54960
2013-01-01T00:00:00Z,"Martha makes breakfast while Ivan showers. This is part of a 24-hour recording of a day in the life of Ivan Montaño, a horse-cart driver and tailor from Cali, Colombia. This video was produced by Claudia Quigua, Diego Eraso, Carlos A. Sanchez, Nelson Gomez, Carlos H Tofiño, Daniel F. Gomez, and Harvey Paz. This video is part of the Global Lives Project, a video library of life experience. For more information please visit globallives.org .",globallivesproject_Ivan_Montano_2013_spa_Cali_CO-VAC-050000-052959,1299474189,2013-09-25T17:58:34Z,"Cali,Colombia,tire,repairshop,carriage,horse,horse-cart driver,horse cart driver,lives in transit,globallivesproject,Global Lives Project,glp,globallives","Ivan Montano - Cali, Colombia - Spanish (Global Lives Project, 2013) -05:00:00 - 05:29:59",ivanmontano,http://creativecommons.org/licenses/by/3.0/,globallivesproject_Ivan_Montano_2013_spa_Cali_CO-VAC-050000-052959.mp4,5,0,0,5,29,59,18000,19799
2013-01-01T00:00:00Z,"Mingmar sleeps next to his cousin and Kumar sleeps across the hearth. Mingmar wakes up and goes outside. Snow falls on his stone hut."" This is part of a 24-hour recording of a day in the life of Mingmar Lama. This video was produced by Rinzin Lama, Andrew Mahlstedt, Dawa Yakpa, Yog Shakya, Tenzin Norbu, Ravi Shrestha, Karma Ghale, Santa Bahadur Tamang, Arjun Magar, Tenzin Norbu, Thepe Tamang, Maila Tamang, Santosh, Jit Bahadur Gurung, and Kancha Tamang. This video is part of the Global Lives Project, a video library of life experience. For more information please visit globallives.org .",globallivesproject_Mingmar_Lama_2013_nep_Tsum_Valley_NP-GA-040000-042959,4820046349,2013-10-30T17:21:17Z,"Gorkha,Tsum Valley,Nepali,Tibetan,Tsum,yartsa gumbu,globallivesproject,Global Lives Project,glp,globallives","Mingmar Lama - Tsum Valley, Nepal - Nepali (Global Lives Project, 2013) 04:00:00 - 04:29:59",mingmarlama,http://creativecommons.org/licenses/by/3.0/,globallivesproject_Mingmar_Lama_2013_nep_Tsum_Valley_NP-GA-040000-042959.mp4,4,0,0,4,29,59,14400,16199
2009-01-01T00:00:00Z,"In this clip, Jamila is getting up in the early morning. This is part of a 24-hour recording of a day in the life of Jamila Jad, an elementary school student from Beirut, Lebanon. She was 9 years old at the time of the shoot. Born from a Lebanese mother and a Palestinian father, Jamila Jad inherited the nationality of her father. She is one of 400,000 officially registered Palestinian refugees in Lebanon. Jamila was born and raised in Shatila refugee camp in Beirut, where she attends public school and dreams of becoming a doctor. The oldest of four children, Jamila shoulders many responsibilities at home. Her father has been fighting Hepatitis C, and her mother works a cleaning job to keep the family afloat. This video was produced by Ron Carr, Irene Herrera, Lindee Hoshikawa, Chahid Akhoury, Lucie Kroening, Kassem Aina, Simone Goldsmith, and Zohour Akkawi. This video is part of the Global Lives Project, a video library of life experience. For more information see globallives.org.",globallivesproject_Jamila_Jad_2009_ara_Beirut_LB-BA_053605-055105,3148374575,2012-07-19T07:28:29Z,"Beirut,Lebanon,school,islam,globallivesproject,Global Lives Project,glp,globallives","Jamila Jad - Beirut, Beirut, Lebanon - Arabic (Global Lives Project, 2009) ~05:36:05 - 05:51:05",jamilajad,http://creativecommons.org/licenses/by-nc-sa/3.0/,globallivesproject_Jamila_Jad_2009_ara_Beirut_LB-BA~053605-055105.mp4,5,36,5,5,51,5,20165,21065
2009-01-01T00:00:00Z,"This is part of a 24-hour recording of a day in the life of Muttu Kumar, a postcard seller and tour guide from Hampi, India. He was 18 years old at the time of the shoot. Despite leaving school at age twelve due to financial constraints, Muttu Kumar speaks Hindi, Kannada, English, and a fair bit of French. These skills are central to his work as a tour guide and postcard salesman in Hampi, India where the architectural achievements of the Vijaynagar Empire have been declared a UNESCO World Heritage Site. He works to support himself and his family, who live in a village two miles from the town. This video was produced by Srikumar Venkatraman, Ruhie Kumar, Deepa Bhat, Meghna Madhusudan, Rahul V. Chittella, Vishal Gupta, Akash Mohimen, Omkar Parab, Abhishek, Zainab Burmawala, Brijesh Matalia, Nagyaraj, Bassappa, and Meera Sankar. This video is part of the Global Lives Project, a video library of life experience. For more information see globallives.org.",globallivesproject_Muttu_Kumar_2009_kan_Hampi_IN-KA_002332-003415_life_story_part_2,2256242948,2012-07-19T11:32:01Z,"Hampi,Karnataka,India,globallivesproject,Global Lives Project,glp,globallives","Muttu Kumar - Hampi, Karnataka, India - Kannada (Global Lives Project, 2009) ~00:23:32 - 00:34:15 - Life Story Part 2",muttukumar,http://creativecommons.org/licenses/by-nc-sa/3.0/,globallivesproject_Muttu_Kumar_2009_kan_Hampi_IN-KA~002332-003415_life_story_part_2.mp4,0,23,32,0,34,15,1412,2055
2007-01-01T00:00:00Z,"This is part of a 24-hour recording of a day in the life of Rumi Nagashima, a college student and girl scout troop leader from Tokyo, Japan. She was 22 years old at the time of the shoot. Rumi Nagashima was born in 1984 in Higashi-Koganei, a suburb of Tokyo, Japan. At the time of the Global Lives Project shoot, she was about to graduate from Atomi University with a degree in Management Studies, and had a job lined-up with Fujitsu as a systems engineer. Due to an accident in 2005, she lost the use of her right leg. Although Rumi can walk, she still uses a wheelchair to travel long distances. She has served as a Girl Scout mentor and has also lobbied towards the development of barrier-free cities that increase accessibility for the physically challenged. This video was produced by Irene Herrera, Ron Carr, Andreina Lairet, Nobuhiro Awata, Helio Ishii, Claudianna Blanco, Kiyomi Nakai, Wakako Iguchi, Mariko Nagaba, Chieko Kato, Erika Aragon, Simone Goldsmith, Mike Olsen, Jon Jameson, Sakura Ono, Samson Yee, Tiffany Wang, Yumi Garcia, and Dos Santos. This video is part of the Global Lives Project, a video library of life experience. For more information see globallives.org.",globallivesproject_Rumi_Nagashima_2007_jp_Tokyo_JP-13_105131-110029,1880736400,2012-07-19T19:11:09Z,"Tokyo,Japan,disabled,globallivesproject,Global Lives Project,glp,globallives","Rumi Nagashima - Tokyo, Tokyo, Japan - Japanese (Global Lives Project, 2007) ~10:51:31 - 11:00:29",ruminagashima,http://creativecommons.org/licenses/by-nc-sa/3.0/,globallivesproject_Rumi_Nagashima_2007_jp_Tokyo_JP-13~105131-110029.mp4,10,51,31,11,0,29,39091,39629
2007-01-01T00:00:00Z,"In this clip, the Domasi girls finish their game of netball. The school bell rings calling an end to the day. The girls gather their things, get a drink at the school's tap, and wash their feet before preparing to head home. Edith and Memory lead a small band of classmates down the narrow path that leads them home. They gossip and joke along the way. This is part of a 24-hour recording of a day in the life of Edith Kaphuka, a student from Ngwale Village, Zomba District, Malawi. She was 13 years old at the time of the shoot. Edith Kaphuka was a 13-year-old student at Domasi Mission Primary School in Zomba District, Malawi during her Global Lives Project shoot in 2007. The oldest of four girls, Edith has many responsibilities at her home in Ngwale Village, such as fetching water, cleaning the dishes, and gardening. Her little sister, Memory, is her best friend; when the two are together, they are nearly inseparable. While Edith and her family are Yao, they more readily speak Chichewa, Malawi's national language. This video was produced by Jason Price, Ya-Hsuan Huang, Elasto Chanza, Jessie Levandov, Harrson Topp, Single Limodze, Blackwell Lungu, Z. Allan Ntata, Villant Ndasowa, Jos Garric, Arnold Mboga, Tom Likambale, Catherine Makhumula, Jessie Kabwila Kapasula, Allan Z. Nkata, and Dr. Sam Mchombo. This video is part of the Global Lives Project, a video library of life experience. For more information see globallives.org.",globallivesproject_Edith_Kaphuka_2007_nya_Ngwale_Village_MW-ZO_123109-124610,2572518354,2012-07-19T15:50:25Z,"Ngwale Village,Malawi,student,globallivesproject,Global Lives Project,glp,globallives","Edith Kaphuka - Ngwale Village, Zomba, Malawi - Nyanja (Global Lives Project, 2007) ~12:31:09 - 12:46:10",edithkaphuka,http://creativecommons.org/licenses/by-nc-sa/3.0/,globallivesproject_Edith_Kaphuka_2007_nya_Ngwale_Village_MW-ZO~123109-124610.mp4,12,31,9,12,46,10,45069,45970
2009-01-01T00:00:00Z,"In this clip, Muttu continues to watch television. This is part of a 24-hour recording of a day in the life of Muttu Kumar, a postcard seller and tour guide from Hampi, India. He was 18 years old at the time of the shoot. Despite leaving school at age twelve due to financial constraints, Muttu Kumar speaks Hindi, Kannada, English, and a fair bit of French. These skills are central to his work as a tour guide and postcard salesman in Hampi, India where the architectural achievements of the Vijaynagar Empire have been declared a UNESCO World Heritage Site. He works to support himself and his family, who live in a village two miles from the town. This video was produced by Srikumar Venkatraman, Ruhie Kumar, Deepa Bhat, Meghna Madhusudan, Rahul V. Chittella, Vishal Gupta, Akash Mohimen, Omkar Parab, Abhishek, Zainab Burmawala, Brijesh Matalia, Nagyaraj, Bassappa, and Meera Sankar. This video is part of the Global Lives Project, a video library of life experience. For more information see globallives.org.",globallivesproject_Muttu_Kumar_2009_kan_Hampi_IN-KA_212628-214128,3685072363,2012-07-19T16:59:12Z,"Hampi,Karnataka,India,globallivesproject,Global Lives Project,glp,globallives","Muttu Kumar - Hampi, Karnataka, India - Kannada (Global Lives Project, 2009) ~21:26:28 - 21:41:28",muttukumar,http://creativecommons.org/licenses/by-nc-sa/3.0/,globallivesproject_Muttu_Kumar_2009_kan_Hampi_IN-KA~212628-214128.mp4,21,26,28,21,41,28,77188,78088
2013-01-01T00:00:00Z,"Ivan takes his lunch with his wife, Martha. Then, Martha feeds the horse while Ivan meets his friend Fernando Mejia on the street. This is part of a 24-hour recording of a day in the life of Ivan Montaño, a horse-cart driver and tailor from Cali, Colombia. This video was produced by Claudia Quigua, Diego Eraso, Carlos A. Sanchez, Nelson Gomez, Carlos H Tofiño, Daniel F. Gomez, and Harvey Paz. This video is part of the Global Lives Project, a video library of life experience. For more information please visit globallives.org .",globallivesproject_Ivan_Montano_2013_spa_Cali_CO-VAC-120000-122959,5415464388,2013-09-25T18:23:19Z,"Cali,Colombia,family,niece,neighborhood,nephew,soccer,soccer field,bother-in-law,horse cart driver,lives in transit,globallivesproject,Global Lives Project,glp,globallives","Ivan Montano - Cali, Colombia - Spanish (Global Lives Project, 2013) -12:00:00 - 12:29:59",ivanmontano,http://creativecommons.org/licenses/by/3.0/,globallivesproject_Ivan_Montano_2013_spa_Cali_CO-VAC-120000-122959.mp4,12,0,0,12,29,59,43200,44999
2014-01-01T00:00:00Z,Abhay calls out and looks for his camels.,globallivesproject_Abhay_Singh_2013_hin_Barna_IN-RJ-083000_085959,27342849542,2014-08-19T01:11:31Z,"camels,globallivesproject,Global Lives Project,glp,globallives",globallivesproject_Abhay_Singh_2013_hin_Barna_IN-RJ-083000_085959,abhaysingh,http://creativecommons.org/licenses/by/3.0/,globallivesproject_Abhay_Singh_2013_hin_Barna_IN-RJ_083000_085959.mp4,8,30,0,8,59,59,30600,32399
2013-01-01T00:00:00Z,"Mingmar lights a fire and makes tea and ""dindo"", a buckwheat porridge. He decides to go back to his village to see his family. This is part of a 24-hour recording of a day in the life of Mingmar Lama. This video was produced by Rinzin Lama, Andrew Mahlstedt, Dawa Yakpa, Yog Shakya, Tenzin Norbu, Ravi Shrestha, Karma Ghale, Santa Bahadur Tamang, Arjun Magar, Tenzin Norbu, Thepe Tamang, Maila Tamang, Santosh, Jit Bahadur Gurung, and Kancha Tamang. This video is part of the Global Lives Project, a video library of life experience. For more information please visit globallives.org .",globallivesproject_Mingmar_Lama_2013_nep_Tsum_Valley_NP-GA-080000-082959,4859994386,2013-10-30T18:48:56Z,"Gorkha,Tsum Valley,Nepali,Tibetan,Tsum,yartsa gumbu,globallivesproject,Global Lives Project,glp,globallives","Mingmar Lama - Tsum Valley, Nepal - Nepali (Global Lives Project, 2013) 08:00:00 - 08:29:59",mingmarlama,http://creativecommons.org/licenses/by/3.0/,globallivesproject_Mingmar_Lama_2013_nep_Tsum_Valley_NP-GA-080000-082959.mp4,8,0,0,8,29,59,28800,30599
2007-01-01T00:00:00Z,"This is part of a 24-hour recording of a day in the life of Rumi Nagashima, a college student and girl scout troop leader from Tokyo, Japan. She was 22 years old at the time of the shoot. Rumi Nagashima was born in 1984 in Higashi-Koganei, a suburb of Tokyo, Japan. At the time of the Global Lives Project shoot, she was about to graduate from Atomi University with a degree in Management Studies, and had a job lined-up with Fujitsu as a systems engineer. Due to an accident in 2005, she lost the use of her right leg. Although Rumi can walk, she still uses a wheelchair to travel long distances. She has served as a Girl Scout mentor and has also lobbied towards the development of barrier-free cities that increase accessibility for the physically challenged. This video was produced by Irene Herrera, Ron Carr, Andreina Lairet, Nobuhiro Awata, Helio Ishii, Claudianna Blanco, Kiyomi Nakai, Wakako Iguchi, Mariko Nagaba, Chieko Kato, Erika Aragon, Simone Goldsmith, Mike Olsen, Jon Jameson, Sakura Ono, Samson Yee, Tiffany Wang, Yumi Garcia, and Dos Santos. This video is part of the Global Lives Project, a video library of life experience. For more information see globallives.org.",globallivesproject_Rumi_Nagashima_2007_jp_Tokyo_JP-13_013027-014527,3146988010,2012-07-19T18:32:38Z,"Tokyo,Japan,disabled,globallivesproject,Global Lives Project,glp,globallives","Rumi Nagashima - Tokyo, Tokyo, Japan - Japanese (Global Lives Project, 2007) ~01:30:27 - 01:45:27",ruminagashima,http://creativecommons.org/licenses/by-nc-sa/3.0/,globallivesproject_Rumi_Nagashima_2007_jp_Tokyo_JP-13~013027-014527.mp4,1,30,27,1,45,27,5427,6327
2007-01-01T00:00:00Z,"This is part of a 24-hour recording of a day in the life of Rumi Nagashima, a college student and girl scout troop leader from Tokyo, Japan. She was 22 years old at the time of the shoot. Rumi Nagashima was born in 1984 in Higashi-Koganei, a suburb of Tokyo, Japan. At the time of the Global Lives Project shoot, she was about to graduate from Atomi University with a degree in Management Studies, and had a job lined-up with Fujitsu as a systems engineer. Due to an accident in 2005, she lost the use of her right leg. Although Rumi can walk, she still uses a wheelchair to travel long distances. She has served as a Girl Scout mentor and has also lobbied towards the development of barrier-free cities that increase accessibility for the physically challenged. This video was produced by Irene Herrera, Ron Carr, Andreina Lairet, Nobuhiro Awata, Helio Ishii, Claudianna Blanco, Kiyomi Nakai, Wakako Iguchi, Mariko Nagaba, Chieko Kato, Erika Aragon, Simone Goldsmith, Mike Olsen, Jon Jameson, Sakura Ono, Samson Yee, Tiffany Wang, Yumi Garcia, and Dos Santos. This video is part of the Global Lives Project, a video library of life experience. For more information see globallives.org.",globallivesproject_Rumi_Nagashima_2007_jp_Tokyo_JP-13_174854-180350,3132604916,2012-07-19T05:55:24Z,"Tokyo,Japan,disabled,globallivesproject,Global Lives Project,glp,globallives","Rumi Nagashima - Tokyo, Tokyo, Japan - Japanese (Global Lives Project, 2007) ~17:48:54 - 18:03:50",ruminagashima,http://creativecommons.org/licenses/by-nc-sa/3.0/,globallivesproject_Rumi_Nagashima_2007_jp_Tokyo_JP-13~174854-180350.mp4,17,48,54,18,3,50,64134,65030
2009-01-01T00:00:00Z,"This is part of a 24-hour recording of a day in the life of Dusan Lazic, a beekeeper and retired engineer from Vojka, Serbia. He was 57 years old at the time of the shoot. Dusan Lazic turned to beekeeping in 2004 after having difficulty finding work as an engineer. He lives in Vojka, Serbia. Born in 1942, he has experienced firsthand many of the tumultuous events that have shaped modern East European history, including the rise and fall of communism, the Yugoslav wars, and Serbian independence. In the evenings, Dusan sings and plays percussion with his friends in a pop-rock cover band called Time Machine. This video was produced by Robert Eagle, Marko Popovic, Juliane Bittencourt, Stefan Ivanovic, David Szepesi, Dragan Petrovic, Hes Mundt, Srdjan Srdjanov, Zeljko Drazovic, Ana Lakčevic, Stewart Weir, Emile Holba, and Max Kesberger. This video is part of the Global Lives Project, a video library of life experience. For more information see globallives.org.",globallivesproject_Dusan_Lazic_2009_srp_Vojka_RS-14_144725-152030,6940564137,2012-07-18T23:49:24Z,"Vojka,Srem District,Serbia,beekeeping,globallivesproject,Global Lives Project,glp,globallives","Dusan Lazic - Vojka, Srem District, Serbia - Serbian (Global Lives Project, 2009) ~14:47:25 - 15:20:30",dusanlazic,http://creativecommons.org/licenses/by-nc-sa/3.0/,globallivesproject_Dusan_Lazic_2009_srp_Vojka_RS-14~144725-152030.mp4,14,47,25,15,20,30,53245,55230
2006-01-01T00:00:00Z,"This is part of a 24-hour recording of a day in the life of Rael Feliciano, a hip-hop singer and city permit inspector. He was 23 years old at the time of the shoot. Better known as Rael, Israel Feliciano was born and raised in Sao Paulo, Brazil. At the time of his GLP shoot in 2006, he was an emerging hip-hop artist who paid the bills working as a city permit inspector. Rael has been a performer since childhood, when he and his brother would break dance in the city center and at school competitions. He is heavily influenced by his musician father, despite the fact that his father prefers the more traditional Forro and Sertaneja music to hip-hop. This video was produced by Maria Laura Vilela Cesar, Ana Leonardo Nassar, Helio Ishii, Jessica Sklair, Jose Santos, Eduardo B. Pinto, Marcelo Vitali, Erick Mammoccio, Pedro Gomes, Fabiano Pierri, Jarbas Viana, Gabriela Herman, Anita Goes, Daniel Malva, Alder Augusto, David Evan Harris, Jeovany Pinto Almeida, Manuel Palavras, Paulo Sergio de Paula, Fernando Bastos, and Camila Ogawa. This video is part of the Global Lives Project, a video library of life experience. For more information see globallives.org.",globallivesproject_Rael_Feliciano_2006_por_Sao_Paulo_BR-SP_081718-083408,3532286700,2012-07-19T01:00:03Z,"Sao Paulo,Brazil,rap,hip-hop,globallivesproject,Global Lives Project,glp,globallives","Rael Feliciano - Sao Paulo, Sao Paulo, Brazil - Portuguese (Global Lives Project, 2006) ~08:17:18 - 08:34:08",raelfeliciano,http://creativecommons.org/licenses/by/3.0/,globallivesproject_Rael_Feliciano_2006_por_Sao_Paulo_BR-SP~081718-083408.mp4,8,17,18,8,34,8,29838,30848
2013-01-01T00:00:00Z,"Lara has lunch and then organizes the next trip with her husband. They need to decide with the circus owners which of the 6 caravans their family owns will be used on the next trip. This is part of a 24-hour recording of a day in the life of Lara Aragon. This video was produced by Mara P̩rez, Chino Saavedra, Pablo Barrientos, Paromita Dhar, and Carlos Rodr�_guez. This video is part of the Global Lives Project, a video library of life experience. For more information please visit globallives.org .",globallivesproject_Lara_Aragon_2013_spa_Magaluf_ES-PM-134500-141459,27351076642,2013-10-22T20:48:40Z,"Magaluf,Spain,circus,caravan,sandwiches,lunch,globallivesproject,Global Lives Project,glp,globallives","Lara Aragon - Magaluf, Spain - Spanish (Global Lives Project, 2013) ~13:45:00-14:14:59",laraaragon,http://creativecommons.org/licenses/by/3.0/,globallivesproject_Lara_Aragon_2013_spa_Magaluf_ES-PM_134500-141459.mp4,13,45,0,14,14,59,49500,51299
2009-01-01T00:00:00Z,"This is part of a 24-hour recording of a day in the life of Dusan Lazic, a beekeeper and retired engineer from Vojka, Serbia. He was 57 years old at the time of the shoot. Dusan Lazic turned to beekeeping in 2004 after having difficulty finding work as an engineer. He lives in Vojka, Serbia. Born in 1942, he has experienced firsthand many of the tumultuous events that have shaped modern East European history, including the rise and fall of communism, the Yugoslav wars, and Serbian independence. In the evenings, Dusan sings and plays percussion with his friends in a pop-rock cover band called Time Machine. This video was produced by Robert Eagle, Marko Popovic, Juliane Bittencourt, Stefan Ivanovic, David Szepesi, Dragan Petrovic, Hes Mundt, Srdjan Srdjanov, Zeljko Drazovic, Ana Lakčevic, Stewart Weir, Emile Holba, and Max Kesberger. This video is part of the Global Lives Project, a video library of life experience. For more information see globallives.org.",globallivesproject_Dusan_Lazic_2009_srp_Vojka_RS-14_053048-054349,4827030518,2012-07-19T06:53:48Z,"Vojka,Srem District,Serbia,beekeeping,globallivesproject,Global Lives Project,glp,globallives","Dusan Lazic - Vojka, Srem District, Serbia - Serbian (Global Lives Project, 2009) ~05:30:48 - 05:43:49",dusanlazic,http://creativecommons.org/licenses/by-nc-sa/3.0/,globallivesproject_Dusan_Lazic_2009_srp_Vojka_RS-14~053048-054349.mp4,5,30,48,5,43,49,19848,20629
2009-01-01T00:00:00Z,"This is part of a 24-hour recording of a day in the life of Jamila Jad, an elementary school student from Beirut, Lebanon. She was 9 years old at the time of the shoot. Born from a Lebanese mother and a Palestinian father, Jamila Jad inherited the nationality of her father. She is one of 400,000 officially registered Palestinian refugees in Lebanon. Jamila was born and raised in Shatila refugee camp in Beirut, where she attends public school and dreams of becoming a doctor. The oldest of four children, Jamila shoulders many responsibilities at home. Her father has been fighting Hepatitis C, and her mother works a cleaning job to keep the family afloat. This video was produced by Ron Carr, Irene Herrera, Lindee Hoshikawa, Chahid Akhoury, Lucie Kroening, Kassem Aina, Simone Goldsmith, and Zohour Akkawi. This video is part of the Global Lives Project, a video library of life experience. For more information see globallives.org.",globallivesproject_Jamila_Jad_2009_ara_Beirut_LB-BA_030313-031814,3150442566,2012-07-19T17:36:19Z,"Beirut,Lebanon,school,islam,globallivesproject,Global Lives Project,glp,globallives","Jamila Jad - Beirut, Beirut, Lebanon - Arabic (Global Lives Project, 2009) ~03:03:13 - 03:18:14",jamilajad,http://creativecommons.org/licenses/by-nc-sa/3.0/,globallivesproject_Jamila_Jad_2009_ara_Beirut_LB-BA~030313-031814.mp4,3,3,13,3,18,14,10993,11894
2013-01-01T00:00:00Z,Ruixian Fan rides the commuter train from Baoji to Xi'an with her work colleagues. She rests comfortably in the hard sleeper area.,globallivesproject_Ruixian_Fan_2013_cmn_Xian_CN-61183000-185959,3164997002,2014-02-21T18:56:41Z,"commuter, Baoji, Xi'an, hard sleeper,globallivesproject,Global Lives Project,glp,globallives","Ruixian Fan- Xian, China- Mandarin- (Global Lives Project, 2013) 18:30:00-18:59:59",ruixianfan,http://creativecommons.org/licenses/by/3.0/,globallivesproject_Ruixian_Fan_2013_cmn_Xian_CN-61183000-185959.mp4,18,30,0,18,59,59,66600,68399
2007-01-01T00:00:00Z,"This is part of a 24-hour recording of a day in the life of Rumi Nagashima, a college student and girl scout troop leader from Tokyo, Japan. She was 22 years old at the time of the shoot. Rumi Nagashima was born in 1984 in Higashi-Koganei, a suburb of Tokyo, Japan. At the time of the Global Lives Project shoot, she was about to graduate from Atomi University with a degree in Management Studies, and had a job lined-up with Fujitsu as a systems engineer. Due to an accident in 2005, she lost the use of her right leg. Although Rumi can walk, she still uses a wheelchair to travel long distances. She has served as a Girl Scout mentor and has also lobbied towards the development of barrier-free cities that increase accessibility for the physically challenged. This video was produced by Irene Herrera, Ron Carr, Andreina Lairet, Nobuhiro Awata, Helio Ishii, Claudianna Blanco, Kiyomi Nakai, Wakako Iguchi, Mariko Nagaba, Chieko Kato, Erika Aragon, Simone Goldsmith, Mike Olsen, Jon Jameson, Sakura Ono, Samson Yee, Tiffany Wang, Yumi Garcia, and Dos Santos. This video is part of the Global Lives Project, a video library of life experience. For more information see globallives.org.",globallivesproject_Rumi_Nagashima_2007_jp_Tokyo_JP-13_184734-190328,3125534644,2012-07-19T03:19:53Z,"Tokyo,Japan,disabled,globallivesproject,Global Lives Project,glp,globallives","Rumi Nagashima - Tokyo, Tokyo, Japan - Japanese (Global Lives Project, 2007) ~18:47:34 - 19:03:28",ruminagashima,http://creativecommons.org/licenses/by-nc-sa/3.0/,globallivesproject_Rumi_Nagashima_2007_jp_Tokyo_JP-13~184734-190328.mp4,18,47,34,19,3,28,67654,68608
2007-01-01T00:00:00Z,"This is part of a 24-hour recording of a day in the life of Rumi Nagashima, a college student and girl scout troop leader from Tokyo, Japan. She was 22 years old at the time of the shoot. Rumi Nagashima was born in 1984 in Higashi-Koganei, a suburb of Tokyo, Japan. At the time of the Global Lives Project shoot, she was about to graduate from Atomi University with a degree in Management Studies, and had a job lined-up with Fujitsu as a systems engineer. Due to an accident in 2005, she lost the use of her right leg. Although Rumi can walk, she still uses a wheelchair to travel long distances. She has served as a Girl Scout mentor and has also lobbied towards the development of barrier-free cities that increase accessibility for the physically challenged. This video was produced by Irene Herrera, Ron Carr, Andreina Lairet, Nobuhiro Awata, Helio Ishii, Claudianna Blanco, Kiyomi Nakai, Wakako Iguchi, Mariko Nagaba, Chieko Kato, Erika Aragon, Simone Goldsmith, Mike Olsen, Jon Jameson, Sakura Ono, Samson Yee, Tiffany Wang, Yumi Garcia, and Dos Santos. This video is part of the Global Lives Project, a video library of life experience. For more information see globallives.org.",globallivesproject_Rumi_Nagashima_2007_jp_Tokyo_JP-13_014528-020028,3148090318,2012-07-19T12:38:21Z,"Tokyo,Japan,disabled,globallivesproject,Global Lives Project,glp,globallives","Rumi Nagashima - Tokyo, Tokyo, Japan - Japanese (Global Lives Project, 2007) ~01:45:28 - 02:00:28",ruminagashima,http://creativecommons.org/licenses/by-nc-sa/3.0/,globallivesproject_Rumi_Nagashima_2007_jp_Tokyo_JP-13~014528-020028.mp4,1,45,28,2,0,28,6328,7228
2007-01-01T00:00:00Z,"This is part of a 24-hour recording of a day in the life of Rumi Nagashima, a college student and girl scout troop leader from Tokyo, Japan. She was 22 years old at the time of the shoot. Rumi Nagashima was born in 1984 in Higashi-Koganei, a suburb of Tokyo, Japan. At the time of the Global Lives Project shoot, she was about to graduate from Atomi University with a degree in Management Studies, and had a job lined-up with Fujitsu as a systems engineer. Due to an accident in 2005, she lost the use of her right leg. Although Rumi can walk, she still uses a wheelchair to travel long distances. She has served as a Girl Scout mentor and has also lobbied towards the development of barrier-free cities that increase accessibility for the physically challenged. This video was produced by Irene Herrera, Ron Carr, Andreina Lairet, Nobuhiro Awata, Helio Ishii, Claudianna Blanco, Kiyomi Nakai, Wakako Iguchi, Mariko Nagaba, Chieko Kato, Erika Aragon, Simone Goldsmith, Mike Olsen, Jon Jameson, Sakura Ono, Samson Yee, Tiffany Wang, Yumi Garcia, and Dos Santos. This video is part of the Global Lives Project, a video library of life experience. For more information see globallives.org.",globallivesproject_Rumi_Nagashima_2007_jp_Tokyo_JP-13_151601-153125,3232661296,2012-07-18T23:59:46Z,"Tokyo,Japan,disabled,globallivesproject,Global Lives Project,glp,globallives","Rumi Nagashima - Tokyo, Tokyo, Japan - Japanese (Global Lives Project, 2007) ~15:16:01 - 15:31:25",ruminagashima,http://creativecommons.org/licenses/by-nc-sa/3.0/,globallivesproject_Rumi_Nagashima_2007_jp_Tokyo_JP-13~151601-153125.mp4,15,16,1,15,31,25,54961,55885
